"Almacén";"Artíc. stockable";"Cod. Artículo";"Cod. Antiguo";"Descrip. Producto";"Stock unidades";"Coste teórico Euros";"P.U.C.";"P.M.P.";"Invent. PUC";"Invent. PMP";"Unids Pdte entrar";"Unids Pdte salir";"Disponible (St+pE-pS)";
"ALM";"si";"D-32";"D-32";"Flexible 500 mm ISO Dynamic";27,000000000;0,000000000;12,512000000;12,013333330;337,824000000;324,359999910;0,00000000;0,00000000;27,000000000;
"ALM";"si";"D-33";"D-33";"Espuma para flexible L: 5 m ISO Dynamic";4,000000000;0,000000000;0,000000000;2,130000000;0,000000000;8,520000000;0,00000000;0,00000000;4,000000000;
"ALM";"si";"D-34";"D-34";"Cabezal de disparo blanco ISO Dynamic";4,000000000;0,000000000;10,790000000;10,790000000;43,160000000;43,160000000;0,00000000;0,00000000;4,000000000;
"003";"si";"D-35";"D-35";"Cable actuador disparo 135 mm ISO Dynamic";1,000000000;0,000000000;0,000000000;3,450000000;0,000000000;3,450000000;0,00000000;0,00000000;1,000000000;
"ALM";"si";"D-35";"D-35";"Cable actuador disparo 135 mm ISO Dynamic";-2,000000000;0,000000000;0,000000000;0,000000000;0,000000000;0,000000000;20,00000000;0,00000000;18,000000000;
"ALM";"si";"D-36";"D-36";"Válvula cilindro ISO Dynamic";240,000000000;0,000000000;14,112000000;14,112000000;3386,880000000;3386,880000000;0,00000000;0,00000000;240,000000000;
"011";"si";"D-37";"D-37";"OBTURADOR ISO DYNAMIC";8,000000000;10,490000000;12,930000000;12,898750000;103,440000000;103,190000000;0,00000000;0,00000000;8,000000000;
"023";"si";"D-37";"D-37";"OBTURADOR ISO DYNAMIC";24,000000000;10,490000000;12,680000000;12,680000000;304,320000000;304,320000000;10,00000000;0,00000000;34,000000000;
"028";"si";"D-37";"D-37";"OBTURADOR ISO DYNAMIC";5,000000000;10,490000000;12,044800000;12,930000000;60,224000000;64,650000000;0,00000000;0,00000000;5,000000000;
"030";"si";"D-37";"D-37";"OBTURADOR ISO DYNAMIC";3,000000000;10,490000000;12,125333330;12,676666670;36,375999990;38,030000010;0,00000000;0,00000000;3,000000000;
"122";"si";"D-37";"D-37";"OBTURADOR ISO DYNAMIC";4,000000000;10,490000000;10,490000000;10,490000000;41,960000000;41,960000000;0,00000000;0,00000000;4,000000000;
"ALM";"si";"D-37";"D-37";"OBTURADOR ISO DYNAMIC";56,000000000;10,490000000;12,125333330;12,678204660;679,018666480;709,979460960;110,00000000;14,00000000;152,000000000;
"ALM";"si";"D-39";"D-39";"TRANSIT PLUG GIST LEAFIELD";-5,000000000;0,000000000;8,040000000;9,265000000;-40,200000000;-46,325000000;8,00000000;0,00000000;3,000000000;
"003";"si";"D-4";"D-4";"SACO VACIO ISO DYNAMIC 6/8 PL";-6,000000000;0,000000000;0,000000000;8,850000000;0,000000000;-53,100000000;0,00000000;0,00000000;-6,000000000;
"007";"si";"D-4";"D-4";"SACO VACIO ISO DYNAMIC 6/8 PL";5,000000000;0,000000000;0,000000000;0,000000000;0,000000000;0,000000000;0,00000000;0,00000000;5,000000000;
"018";"si";"D-4";"D-4";"SACO VACIO ISO DYNAMIC 6/8 PL";-3,000000000;0,000000000;0,000000000;0,000000000;0,000000000;0,000000000;0,00000000;0,00000000;-3,000000000;
"023";"si";"D-4";"D-4";"SACO VACIO ISO DYNAMIC 6/8 PL";13,000000000;0,000000000;0,000000000;34,250000000;0,000000000;445,250000000;0,00000000;0,00000000;13,000000000;
"025";"si";"D-4";"D-4";"SACO VACIO ISO DYNAMIC 6/8 PL";1,000000000;0,000000000;0,000000000;34,250000000;0,000000000;34,250000000;0,00000000;0,00000000;1,000000000;
"026";"si";"D-4";"D-4";"SACO VACIO ISO DYNAMIC 6/8 PL";6,000000000;0,000000000;0,000000000;8,850000000;0,000000000;53,100000000;0,00000000;0,00000000;6,000000000;
"028";"si";"D-4";"D-4";"SACO VACIO ISO DYNAMIC 6/8 PL";-1,000000000;0,000000000;0,000000000;0,000000000;0,000000000;0,000000000;0,00000000;0,00000000;-1,000000000;
"030";"si";"D-4";"D-4";"SACO VACIO ISO DYNAMIC 6/8 PL";8,000000000;0,000000000;0,000000000;34,250000000;0,000000000;274,000000000;0,00000000;0,00000000;8,000000000;
"032";"si";"D-4";"D-4";"SACO VACIO ISO DYNAMIC 6/8 PL";2,000000000;0,000000000;0,000000000;0,000000000;0,000000000;0,000000000;0,00000000;0,00000000;2,000000000;
"202";"si";"D-4";"D-4";"SACO VACIO ISO DYNAMIC 6/8 PL";1,000000000;0,000000000;0,000000000;0,000000000;0,000000000;0,000000000;0,00000000;0,00000000;1,000000000;
"ALM";"si";"D-4";"D-4";"SACO VACIO ISO DYNAMIC 6/8 PL";-33,000000000;0,000000000;34,250000000;34,250000000;-1130,250000000;-1130,250000000;0,00000000;0,00000000;-33,000000000;
"003";"si";"D-40";"D-40";"TAPON LLAVE RECARGA (LEAFIELD)";1,000000000;31,740000000;31,740000000;31,740000000;31,740000000;31,740000000;0,00000000;0,00000000;1,000000000;
"ALM";"si";"D-40";"D-40";"TAPON LLAVE RECARGA (LEAFIELD)";5,000000000;31,740000000;32,642500000;32,341666670;163,212500000;161,708333350;2,00000000;0,00000000;7,000000000;
"003";"si";"D-41";"D-41";"ADAPTADOR PARA VALVULA BOTELLA (LEAFIELD)";1,000000000;126,420000000;126,420000000;126,420000000;126,420000000;126,420000000;0,00000000;0,00000000;1,000000000;
"ALM";"si";"D-41";"D-41";"ADAPTADOR PARA VALVULA BOTELLA (LEAFIELD)";2,000000000;126,420000000;149,113333330;149,113333330;298,226666660;298,226666660;8,00000000;0,00000000;10,000000000;
"003";"si";"D-42";"D-42";"GIST valve crowsfoot spanner ISO Dynamic ";2,000000000;0,000000000;38,810000000;38,810000000;77,620000000;77,620000000;0,00000000;0,00000000;2,000000000;
"ALM";"si";"D-42";"D-42";"GIST valve crowsfoot spanner ISO Dynamic ";1,000000000;0,000000000;38,810000000;38,810000000;38,810000000;38,810000000;2,00000000;0,00000000;3,000000000;
"ALM";"si";"D-43";"D-43";"Grasa Molicote ISO Dynamic";31,000000000;0,000000000;32,480000000;32,415161290;1006,880000000;1004,869999990;0,00000000;0,00000000;31,000000000;
"026";"si";"D-44";"D-44";"Clip actuador cable disparo ISO Dynamic";-2,000000000;0,000000000;0,000000000;0,000000000;0,000000000;0,000000000;0,00000000;0,00000000;-2,000000000;
"ALM";"si";"D-44";"D-44";"Clip actuador cable disparo ISO Dynamic";18,000000000;0,000000000;1,645500000;1,645500000;29,619000000;29,619000000;2,00000000;0,00000000;20,000000000;
"ALM";"si";"D-45";"D-45";"Tapon transporte cilindros ISO Dynamic";10,000000000;0,000000000;3,330000000;3,330000000;33,300000000;33,300000000;60,00000000;0,00000000;70,000000000;
"ALM";"si";"D-49";"D-49";"CUCHILLO FLOTANTE ISO DYNAMIC";391,000000000;2,500000000;2,666700000;2,944456010;1042,679700000;1151,282299910;200,00000000;35,00000000;556,000000000;
"018";"si";"D-5";"D-5";"CONTAINER 4 PL ISO DYNAMIC";-1,000000000;85,000000000;0,000000000;0,000000000;0,000000000;0,000000000;0,00000000;0,00000000;-1,000000000;
"ALM";"si";"D-5";"D-5";"CONTAINER 4 PL ISO DYNAMIC";10,000000000;85,000000000;0,000000000;45,052840270;0,000000000;450,528402700;0,00000000;0,00000000;10,000000000;
"007";"si";"D-51";"D-51";"LONAKO LIGHTING SYSTEM LNK-LR-03A FULL SET";3,000000000;19,150000000;19,150000000;19,150000000;57,450000000;57,450000000;0,00000000;0,00000000;3,000000000;
"023";"si";"D-51";"D-51";"LONAKO LIGHTING SYSTEM LNK-LR-03A FULL SET";7,000000000;19,150000000;19,150000000;19,150000000;134,050000000;134,050000000;0,00000000;0,00000000;7,000000000;
"026";"si";"D-51";"D-51";"LONAKO LIGHTING SYSTEM LNK-LR-03A FULL SET";-12,000000000;19,150000000;0,000000000;0,000000000;0,000000000;0,000000000;0,00000000;0,00000000;-12,000000000;
"030";"si";"D-51";"D-51";"LONAKO LIGHTING SYSTEM LNK-LR-03A FULL SET";2,000000000;19,150000000;19,150000000;19,150000000;38,300000000;38,300000000;0,00000000;0,00000000;2,000000000;
"122";"si";"D-51";"D-51";"LONAKO LIGHTING SYSTEM LNK-LR-03A FULL SET";2,000000000;19,150000000;19,150000000;19,150000000;38,300000000;38,300000000;0,00000000;0,00000000;2,000000000;
"ALM";"si";"D-51";"D-51";"LONAKO LIGHTING SYSTEM LNK-LR-03A FULL SET";49,000000000;19,150000000;26,419333330;24,577551030;1294,547333170;1204,300000470;30,00000000;0,00000000;79,000000000;
"026";"si";"D-57";"D-57";"Kit reparación ISO Dynamic 13 ud";3,000000000;0,000000000;0,000000000;19,950000000;0,000000000;59,850000000;0,00000000;0,00000000;3,000000000;
"003";"si";"D-59";"D-59";"HINCHADOR MANUAL DYNAMIC CON ADAPTADOR LEAFIELD";1,000000000;0,000000000;0,000000000;7,950000000;0,000000000;7,950000000;0,00000000;0,00000000;1,000000000;
"019";"si";"D-59";"D-59";"HINCHADOR MANUAL DYNAMIC CON ADAPTADOR LEAFIELD";1,000000000;0,000000000;0,000000000;7,950000000;0,000000000;7,950000000;0,00000000;0,00000000;1,000000000;
"ALM";"si";"D-59";"D-59";"HINCHADOR MANUAL DYNAMIC CON ADAPTADOR LEAFIELD";3,000000000;0,000000000;0,000000000;7,950000000;0,000000000;23,850000000;0,00000000;0,00000000;3,000000000;
"ALM";"si";"D-6";"D-6";"SACO VALIJA 4 PL ISO DYNAMIC";8,000000000;31,640000000;0,000000000;36,953095250;0,000000000;295,624762000;0,00000000;0,00000000;8,000000000;
"003";"si";"D-63";"D-63";"SACO VACIO BALSA 4 PL ISO DYNAMIC";4,000000000;8,850000000;8,850000000;9,550000000;35,400000000;38,200000000;0,00000000;0,00000000;4,000000000;
"007";"si";"D-63";"D-63";"SACO VACIO BALSA 4 PL ISO DYNAMIC";-1,000000000;8,850000000;8,850000000;9,227988000;-8,850000000;-9,227988000;0,00000000;0,00000000;-1,000000000;
"010";"si";"D-63";"D-63";"SACO VACIO BALSA 4 PL ISO DYNAMIC";11,000000000;8,850000000;9,230000000;9,259090910;101,530000000;101,850000010;0,00000000;0,00000000;11,000000000;
"018";"si";"D-63";"D-63";"SACO VACIO BALSA 4 PL ISO DYNAMIC";-4,000000000;8,850000000;0,000000000;0,000000000;0,000000000;0,000000000;0,00000000;0,00000000;-4,000000000;
"025";"si";"D-63";"D-63";"SACO VACIO BALSA 4 PL ISO DYNAMIC";11,000000000;8,850000000;9,229000000;9,258181820;101,519000000;101,840000020;0,00000000;0,00000000;11,000000000;
"026";"si";"D-63";"D-63";"SACO VACIO BALSA 4 PL ISO DYNAMIC";2,000000000;8,850000000;8,850000000;9,227988000;17,700000000;18,455976000;0,00000000;0,00000000;2,000000000;
"028";"si";"D-63";"D-63";"SACO VACIO BALSA 4 PL ISO DYNAMIC";25,000000000;8,850000000;10,524750000;10,166800000;263,118750000;254,170000000;0,00000000;0,00000000;25,000000000;
"032";"si";"D-63";"D-63";"SACO VACIO BALSA 4 PL ISO DYNAMIC";2,000000000;8,850000000;8,850000000;9,550000000;17,700000000;19,100000000;0,00000000;0,00000000;2,000000000;
"122";"si";"D-63";"D-63";"SACO VACIO BALSA 4 PL ISO DYNAMIC";3,000000000;8,850000000;8,850000000;9,227988000;26,550000000;27,683964000;0,00000000;0,00000000;3,000000000;
"ALM";"si";"D-63";"D-63";"SACO VACIO BALSA 4 PL ISO DYNAMIC";131,000000000;8,850000000;11,362000000;9,780552510;1488,422000000;1281,252378810;50,00000000;0,00000000;181,000000000;
"TES";"si";"D-63";"D-63";"SACO VACIO BALSA 4 PL ISO DYNAMIC";25,000000000;8,850000000;10,524750000;9,364800000;263,118750000;234,120000000;0,00000000;0,00000000;25,000000000;
"003";"si";"D-64";"D-64";"SACO VACIO BALSA 6-8 PL ISO DYNAMIC";5,000000000;8,850000000;8,850000000;10,760000000;44,250000000;53,800000000;0,00000000;0,00000000;5,000000000;
"007";"si";"D-64";"D-64";"SACO VACIO BALSA 6-8 PL ISO DYNAMIC";4,000000000;8,850000000;8,850000000;10,760000000;35,400000000;43,040000000;0,00000000;0,00000000;4,000000000;
"010";"si";"D-64";"D-64";"SACO VACIO BALSA 6-8 PL ISO DYNAMIC";8,000000000;8,850000000;9,780000000;10,147500000;78,240000000;81,180000000;0,00000000;0,00000000;8,000000000;
"015";"si";"D-64";"D-64";"SACO VACIO BALSA 6-8 PL ISO DYNAMIC";-1,000000000;8,850000000;0,000000000;0,150000000;0,000000000;-0,150000000;0,00000000;0,00000000;-1,000000000;
"018";"si";"D-64";"D-64";"SACO VACIO BALSA 6-8 PL ISO DYNAMIC";-1,000000000;8,850000000;0,000000000;0,000000000;0,000000000;0,000000000;0,00000000;0,00000000;-1,000000000;
"019";"si";"D-64";"D-64";"SACO VACIO BALSA 6-8 PL ISO DYNAMIC";-1,000000000;8,850000000;8,850000000;8,850000000;-8,850000000;-8,850000000;0,00000000;0,00000000;-1,000000000;
"023";"si";"D-64";"D-64";"SACO VACIO BALSA 6-8 PL ISO DYNAMIC";-1,000000000;8,850000000;0,000000000;0,150000000;0,000000000;-0,150000000;0,00000000;0,00000000;-1,000000000;
"025";"si";"D-64";"D-64";"SACO VACIO BALSA 6-8 PL ISO DYNAMIC";6,000000000;8,850000000;9,780000000;9,943333330;58,680000000;59,659999980;5,00000000;0,00000000;11,000000000;
"026";"si";"D-64";"D-64";"SACO VACIO BALSA 6-8 PL ISO DYNAMIC";-5,000000000;8,850000000;8,850000000;9,780000000;-44,250000000;-48,900000000;0,00000000;0,00000000;-5,000000000;
"028";"si";"D-64";"D-64";"SACO VACIO BALSA 6-8 PL ISO DYNAMIC";30,000000000;8,850000000;10,761600000;10,761666670;322,848000000;322,850000100;0,00000000;0,00000000;30,000000000;
"030";"si";"D-64";"D-64";"SACO VACIO BALSA 6-8 PL ISO DYNAMIC";20,000000000;8,850000000;13,188500000;12,052000000;263,770000000;241,040000000;0,00000000;0,00000000;20,000000000;
"032";"si";"D-64";"D-64";"SACO VACIO BALSA 6-8 PL ISO DYNAMIC";4,000000000;8,850000000;8,850000000;10,760000000;35,400000000;43,040000000;0,00000000;0,00000000;4,000000000;
"122";"si";"D-64";"D-64";"SACO VACIO BALSA 6-8 PL ISO DYNAMIC";3,000000000;8,850000000;8,850000000;9,780000000;26,550000000;29,340000000;0,00000000;0,00000000;3,000000000;
"ALM";"si";"D-64";"D-64";"SACO VACIO BALSA 6-8 PL ISO DYNAMIC";58,000000000;8,850000000;13,188500000;13,344963380;764,933000000;774,007876040;150,00000000;18,00000000;190,000000000;
"TES";"si";"D-64";"D-64";"SACO VACIO BALSA 6-8 PL ISO DYNAMIC";30,000000000;8,850000000;10,761600000;10,761666670;322,848000000;322,850000100;0,00000000;0,00000000;30,000000000;
"003";"si";"D-65";"D-65";"SACO VACIO BALSA 10-12 PL ISO DYNAMIC";7,000000000;0,150000000;8,850000000;11,980000000;61,950000000;83,860000000;0,00000000;0,00000000;7,000000000;
"010";"si";"D-65";"D-65";"SACO VACIO BALSA 10-12 PL ISO DYNAMIC";2,000000000;0,150000000;0,000000000;11,980000000;0,000000000;23,960000000;0,00000000;0,00000000;2,000000000;
"023";"si";"D-65";"D-65";"SACO VACIO BALSA 10-12 PL ISO DYNAMIC";15,000000000;0,150000000;0,000000000;11,980000000;0,000000000;179,700000000;0,00000000;0,00000000;15,000000000;
"025";"si";"D-65";"D-65";"SACO VACIO BALSA 10-12 PL ISO DYNAMIC";10,000000000;0,150000000;0,150000000;0,150000000;1,500000000;1,500000000;0,00000000;0,00000000;10,000000000;
"026";"si";"D-65";"D-65";"SACO VACIO BALSA 10-12 PL ISO DYNAMIC";5,000000000;0,150000000;0,000000000;9,840000000;0,000000000;49,200000000;0,00000000;0,00000000;5,000000000;
"028";"si";"D-65";"D-65";"SACO VACIO BALSA 10-12 PL ISO DYNAMIC";15,000000000;0,150000000;13,381333330;11,975333330;200,719999950;179,629999950;0,00000000;0,00000000;15,000000000;
"030";"si";"D-65";"D-65";"SACO VACIO BALSA 10-12 PL ISO DYNAMIC";15,000000000;0,150000000;16,134400000;12,466666670;242,016000000;187,000000050;0,00000000;0,00000000;15,000000000;
"122";"si";"D-65";"D-65";"SACO VACIO BALSA 10-12 PL ISO DYNAMIC";2,000000000;0,150000000;0,150000000;9,840000000;0,300000000;19,680000000;0,00000000;0,00000000;2,000000000;
"ALM";"si";"D-65";"D-65";"SACO VACIO BALSA 10-12 PL ISO DYNAMIC";257,000000000;0,150000000;16,134400000;13,439892490;4146,540800000;3454,052369930;15,00000000;0,00000000;272,000000000;
"TES";"si";"D-65";"D-65";"SACO VACIO BALSA 10-12 PL ISO DYNAMIC";15,000000000;0,150000000;13,381333330;11,975333330;200,719999950;179,629999950;0,00000000;0,00000000;15,000000000;
"003";"si";"D-66";"D-66";"PAINTER LINE ISO DYNAMIC 11m ";1,000000000;6,700000000;7,000000000;8,210000000;7,000000000;8,210000000;0,00000000;0,00000000;1,000000000;
"ALM";"si";"D-66";"D-66";"PAINTER LINE ISO DYNAMIC 11m ";18,000000000;6,700000000;21,340000000;8,213478260;384,120000000;147,842608680;15,00000000;0,00000000;33,000000000;
"ALM";"si";"D-67";"D-67";"Action to be taken balsa ISO Dynamic";23,000000000;1,000000000;0,000000000;1,000000000;0,000000000;23,000000000;0,00000000;0,00000000;23,000000000;
"003";"si";"D-68";"D-68";"SACO VACIO ISO DYNAMIC 10/12 PL ";-1,000000000;3,450000000;0,000000000;0,000000000;0,000000000;0,000000000;0,00000000;0,00000000;-1,000000000;
"018";"si";"D-68";"D-68";"SACO VACIO ISO DYNAMIC 10/12 PL ";-1,000000000;3,450000000;0,000000000;0,000000000;0,000000000;0,000000000;0,00000000;0,00000000;-1,000000000;
"023";"si";"D-68";"D-68";"SACO VACIO ISO DYNAMIC 10/12 PL ";13,000000000;3,450000000;0,000000000;8,850000000;0,000000000;115,050000000;0,00000000;0,00000000;13,000000000;
"026";"si";"D-68";"D-68";"SACO VACIO ISO DYNAMIC 10/12 PL ";4,000000000;3,450000000;0,000000000;8,850000000;0,000000000;35,400000000;0,00000000;0,00000000;4,000000000;
"028";"si";"D-68";"D-68";"SACO VACIO ISO DYNAMIC 10/12 PL ";-2,000000000;3,450000000;0,000000000;0,000000000;0,000000000;0,000000000;0,00000000;0,00000000;-2,000000000;
"032";"si";"D-68";"D-68";"SACO VACIO ISO DYNAMIC 10/12 PL ";5,000000000;3,450000000;8,850000000;8,850000000;44,250000000;44,250000000;0,00000000;0,00000000;5,000000000;
"202";"si";"D-68";"D-68";"SACO VACIO ISO DYNAMIC 10/12 PL ";1,000000000;3,450000000;3,450000000;3,450000000;3,450000000;3,450000000;0,00000000;0,00000000;1,000000000;
"223";"si";"D-68";"D-68";"SACO VACIO ISO DYNAMIC 10/12 PL ";-1,000000000;3,450000000;0,000000000;0,000000000;0,000000000;0,000000000;0,00000000;0,00000000;-1,000000000;
"ALM";"si";"D-68";"D-68";"SACO VACIO ISO DYNAMIC 10/12 PL ";-54,000000000;3,450000000;0,000000000;3,450000000;0,000000000;-186,300000000;0,00000000;0,00000000;-54,000000000;
"ALM";"si";"D-7";"D-7";"CONTAINER 6 PL ISO DYNAMIC";7,000000000;118,220000000;0,000000000;97,392727270;0,000000000;681,749090890;0,00000000;0,00000000;7,000000000;
"ALM";"si";"D-72";"D-72";"CHALECO THUNDER 150 N SOLAS";-10,000000000;80,390000000;104,708333330;104,708333330;-1047,083333300;-1047,083333300;0,00000000;0,00000000;-10,000000000;
"ALM";"si";"D-75";"D-75";"CONTAINER 8 PL ISO DYNAMIC USA";-10,000000000;133,900000000;0,000000000;133,900000000;0,000000000;-1339,000000000;0,00000000;0,00000000;-10,000000000;
"ALM";"si";"D-78";"D-78";"SACO VALIJA 4 PL ISO DYNAMIC USA";-3,000000000;31,640000000;31,640000000;31,640000000;-94,920000000;-94,920000000;0,00000000;0,00000000;-3,000000000;
"ALM";"si";"D-79";"D-79";"SACO VALIJA 6 PL ISO DYNAMIC USA";-1,000000000;33,300000000;33,300000000;36,160000000;-33,300000000;-36,160000000;0,00000000;0,00000000;-1,000000000;
"018";"si";"D-8";"D-8";"SACO VALIJA 6 PL ISO DYNAMIC";-1,000000000;33,300000000;0,000000000;33,300000000;0,000000000;-33,300000000;0,00000000;0,00000000;-1,000000000;
"ALM";"si";"D-8";"D-8";"SACO VALIJA 6 PL ISO DYNAMIC";9,000000000;33,300000000;41,096666670;41,096666670;369,870000030;369,870000030;20,00000000;1,00000000;28,000000000;
"ALM";"si";"D-80";"D-80";"SACO VALIJA 8 PL ISO DYNAMIC USA";31,000000000;34,970000000;34,970000000;34,970000000;1084,070000000;1084,070000000;0,00000000;0,00000000;31,000000000;
"026";"si";"D-88";"D-88";"SACO PARA EQUIPO DE EMERGENCIA ISO DYNAMIC ";1,000000000;6,700000000;0,000000000;6,700000000;0,000000000;6,700000000;0,00000000;0,00000000;1,000000000;
"ALM";"si";"D-88";"D-88";"SACO PARA EQUIPO DE EMERGENCIA ISO DYNAMIC ";300,000000000;6,700000000;6,700000000;6,700000000;2010,000000000;2010,000000000;0,00000000;0,00000000;300,000000000;
"ALM";"si";"D-89";"D-89";"EEBD - EQUIPO ESCAPE SKR 15' CE / IMO ";-1,000000000;478,400000000;147,900000000;147,900000000;-147,900000000;-147,900000000;0,00000000;0,00000000;-1,000000000;
"ALM";"si";"D-9";"D-9";"CONTAINER 8 PL ISO DYNAMIC";-1,000000000;121,550000000;129,320000000;93,840000000;-129,320000000;-93,840000000;0,00000000;0,00000000;-1,000000000;
"003";"si";"D-95";"10.304.102";"Adaptador para hinchado balsa DYNAMIC Leafield A8 ";4,000000000;35,950000000;35,950000000;35,950000000;143,800000000;143,800000000;0,00000000;0,00000000;4,000000000;
"028";"si";"D-95";"10.304.102";"Adaptador para hinchado balsa DYNAMIC Leafield A8 ";4,000000000;35,950000000;35,950000000;35,950000000;143,800000000;143,800000000;0,00000000;0,00000000;4,000000000;
"030";"si";"D-95";"10.304.102";"Adaptador para hinchado balsa DYNAMIC Leafield A8 ";2,000000000;35,950000000;35,950000000;35,950000000;71,900000000;71,900000000;0,00000000;0,00000000;2,000000000;
"ALM";"si";"D-95";"10.304.102";"Adaptador para hinchado balsa DYNAMIC Leafield A8 ";-4,000000000;35,950000000;35,950000000;35,950000000;-143,800000000;-143,800000000;0,00000000;0,00000000;-4,000000000;
"ALM";"si";"DY12SG";"DY12SG";"SOLO GOMA 12 PL. ISO 9650 DYNAMIC";1,000000000;529,000000000;0,000000000;665,330000000;0,000000000;665,330000000;0,00000000;0,00000000;1,000000000;
"ALM";"si";"DY4C-USA-SR";"DY4C-USA-SR";"BALSA DUARRY 4 PL. ISO DYNAMIC CONT. AUTOADRIZABLE ";12,000000000;0,000000000;250,000000000;250,000000000;3000,000000000;3000,000000000;0,00000000;0,00000000;12,000000000;
"ALM";"si";"DY4S-USA-SR";"DY4S-USA-SR";"BALSA DUARRY 4 pl. ISO DYNAMIC SACO AUTOADRIZABLE ";9,000000000;0,000000000;250,000000000;250,000000000;2250,000000000;2250,000000000;0,00000000;8,00000000;1,000000000;
"018";"si";"DY4SG";"DY4SG";"SOLO GOMA 4 PL. ISO 9650 DYNAMIC";-1,000000000;363,000000000;0,000000000;0,000000000;0,000000000;0,000000000;0,00000000;0,00000000;-1,000000000;
"ALM";"si";"DY4SG";"DY4SG";"SOLO GOMA 4 PL. ISO 9650 DYNAMIC";30,000000000;363,000000000;0,000000000;357,764618580;0,000000000;10732,938557400;0,00000000;0,00000000;30,000000000;
"ALM";"si";"DY6C-USA-SR";"DY6C-USA-SR";"BALSA DUARRY 6 PL. ISO DYNAMIC CONT. AUTOADRIZABLE";12,000000000;0,000000000;300,000000000;300,000000000;3600,000000000;3600,000000000;0,00000000;0,00000000;12,000000000;
