"Almacén";"Artíc. stockable";"Cod. Artículo";"Cod. Antiguo";"Descrip. Producto";"Stock unidades";"Coste teórico Euros";"P.U.C.";"P.M.P.";"Invent. PUC";"Invent. PMP";"Unids Pdte entrar";"Unids Pdte salir";"Disponible (St+pE-pS)";
"028";"si";"CA191664";"N-119";"BOTELLA CO2 6L";2,000000000;45,240000000;61,726000000;33,590000000;123,452000000;67,180000000;0,00000000;0,00000000;2,000000000;
"ALM";"si";"CA191664";"N-119";"BOTELLA CO2 6L";-26,000000000;45,240000000;61,726000000;0,000000000;-1604,876000000;0,000000000;0,00000000;0,00000000;-26,000000000;
"018";"si";"CA191665";"N-120";"BOTELLA CO2 7,5L";-5,000000000;51,450000000;0,000000000;51,450000000;0,000000000;-257,250000000;0,00000000;0,00000000;-5,000000000;
"028";"si";"CA191665";"N-120";"BOTELLA CO2 7,5L";2,000000000;51,450000000;70,198333330;126,230000000;140,396666660;252,460000000;0,00000000;0,00000000;2,000000000;
"ALM";"si";"CA191665";"N-120";"BOTELLA CO2 7,5L";-22,000000000;51,450000000;70,198333330;222,999871550;-1544,363333260;-4905,997174100;0,00000000;200,00000000;-222,000000000;
"ALM";"si";"CA191666";"N-121";"BOTELLA CO2 9L";-2,000000000;61,210000000;67,090000000;68,874583330;-134,180000000;-137,749166660;0,00000000;0,00000000;-2,000000000;
"018";"si";"CA191667";"N-122";"BOTELLA CO2 10L";-2,000000000;63,870000000;0,000000000;63,870000000;0,000000000;-127,740000000;0,00000000;0,00000000;-2,000000000;
"ALM";"si";"CA191667";"N-122";"BOTELLA CO2 10L";1,000000000;63,870000000;69,638333330;61,861504350;69,638333330;61,861504350;0,00000000;0,00000000;1,000000000;
"ALM";"si";"CA191668";"N-123";"BOTELLA CO2 12L";16,000000000;68,310000000;73,885000000;73,885000000;1182,160000000;1182,160000000;0,00000000;0,00000000;16,000000000;
"026";"si";"CA191670";"N-126";"BOTELLA 18l BALSA ORIL 65PL";-2,000000000;129,170000000;0,000000000;0,000000000;0,000000000;0,000000000;0,00000000;0,00000000;-2,000000000;
"ALM";"si";"CA191670";"N-126";"BOTELLA 18l BALSA ORIL 65PL";-14,000000000;129,170000000;0,000000000;124,935400000;0,000000000;-1749,095600000;0,00000000;0,00000000;-14,000000000;
"ALM";"si";"CA191671";"N-127";"BOTELLA CO2 3L";1,000000000;29,270000000;0,000000000;29,270000000;0,000000000;29,270000000;0,00000000;0,00000000;1,000000000;
"ALM";"si";"CA201673";"P-SOP-I-CR-10";"SOPORTE INOX RECT. BALSAS SOLAS 10-12 PL.";4,000000000;208,000000000;208,000000000;200,777777000;832,000000000;803,111108000;20,00000000;0,00000000;24,000000000;
"018";"si";"CA201676";"P-SOP-.04";"SOPORTE CILINDRICO INOX BALSA SOLAS";-5,000000000;180,000000000;164,000000000;139,500000000;-820,000000000;-697,500000000;0,00000000;1,00000000;-6,000000000;
"ALM";"si";"CA201676";"P-SOP-.04";"SOPORTE CILINDRICO INOX BALSA SOLAS";-3,000000000;180,000000000;180,000000000;180,000000000;-540,000000000;-540,000000000;1,00000000;4,00000000;-6,000000000;
"ALM";"si";"ca201679";"";"SOPORTE RECTANGULAR NC-001/002 - N-010";9,000000000;0,000000000;208,000000000;208,000000000;1872,000000000;1872,000000000;0,00000000;0,00000000;9,000000000;
"028";"si";"CA211678";"B-ISO-OCB";"BALSA ISO OCASION BASIC";3,000000000;100,000000000;0,000000000;100,000000000;0,000000000;300,000000000;0,00000000;0,00000000;3,000000000;
"ALM";"si";"CA211678";"B-ISO-OCB";"BALSA ISO OCASION BASIC";-44,000000000;100,000000000;0,000000000;100,000000000;0,000000000;-4400,000000000;0,00000000;4,00000000;-48,000000000;
"ALM";"si";"CA211679";"B-ISO-OCP";"BALSA ISO OCASION PREMIUM";-5,000000000;150,000000000;0,000000000;150,000000000;0,000000000;-750,000000000;0,00000000;0,00000000;-5,000000000;
"ALM";"si";"CA221680";"E-467";"BOTE RESCATE DUARRY SOLAS 392 BR";-2,000000000;8410,500000000;8590,500000000;8590,500000000;-17181,000000000;-17181,000000000;0,00000000;0,00000000;-2,000000000;
"ALM";"si";"CA221682";"E-472";"MOTOR 25ML MERCURY SOLAS";-2,000000000;3690,000000000;4620,000000000;4620,000000000;-9240,000000000;-9240,000000000;0,00000000;0,00000000;-2,000000000;
"ALM";"si";"CA221686";"E-488";"LONA DE FONDEO BOTE RESCATE 392 RB";-1,000000000;358,400000000;358,400000000;358,400000000;-358,400000000;-358,400000000;0,00000000;0,00000000;-1,000000000;
"ALM";"si";"CA221687";"E-514";"ESLINGA BOTE RESCATE";-1,000000000;200,000000000;0,000000000;0,000000000;0,000000000;0,000000000;0,00000000;0,00000000;-1,000000000;
"ALM";"si";"CA221691";"BRE392";"BOTE DE RESCATE SOLAS DUARRY 3,92 MTS";3,000000000;0,000000000;7000,000000000;7888,888888890;21000,000000000;23666,666666670;0,00000000;0,00000000;3,000000000;
"ALM";"si";"CA232264";"E-554";"COHETE LANZACABOS COMET/PAINS WESSEX 250 LTA";7,000000000;154,500000000;192,630000000;189,853607220;1348,410000000;1328,975250540;0,00000000;3,00000000;4,000000000;
"018";"si";"CA232265";"CA232265";"LUZ CHALECO AUTOMÁTICA DAN W4-A";9,000000000;0,000000000;6,430000000;6,430000000;57,870000000;57,870000000;10,00000000;0,00000000;19,000000000;
"019";"si";"CA232265";"CA232265";"LUZ CHALECO AUTOMÁTICA DAN W4-A";3,000000000;0,000000000;5,600000000;5,600000000;16,800000000;16,800000000;0,00000000;0,00000000;3,000000000;
"032";"si";"CA232265";"CA232265";"LUZ CHALECO AUTOMÁTICA DAN W4-A";-3,000000000;0,000000000;0,000000000;0,000000000;0,000000000;0,000000000;0,00000000;0,00000000;-3,000000000;
"ALM";"si";"CA232265";"CA232265";"LUZ CHALECO AUTOMÁTICA DAN W4-A";301,000000000;0,000000000;6,554000000;6,516032530;1972,754000000;1961,325791530;0,00000000;11,00000000;290,000000000;
"018";"si";"CA232266";"CA232266";"CLIP DE SUJECIÓN (1961)  PARA CHALECO DAN W4-A";11,000000000;0,000000000;0,225200000;0,225200000;2,477200000;2,477200000;10,00000000;0,00000000;21,000000000;
"019";"si";"CA232266";"CA232266";"CLIP DE SUJECIÓN (1961)  PARA CHALECO DAN W4-A";10,000000000;0,000000000;0,200000000;0,200000000;2,000000000;2,000000000;0,00000000;0,00000000;10,000000000;
"032";"si";"CA232266";"CA232266";"CLIP DE SUJECIÓN (1961)  PARA CHALECO DAN W4-A";-2,000000000;0,000000000;0,000000000;0,000000000;0,000000000;0,000000000;0,00000000;0,00000000;-2,000000000;
"ALM";"si";"CA232266";"CA232266";"CLIP DE SUJECIÓN (1961)  PARA CHALECO DAN W4-A";700,000000000;0,000000000;0,384000000;0,296214770;268,800000000;207,350339000;0,00000000;11,00000000;689,000000000;
"ALM";"si";"CB080147";"E-456";"HRU OCEAN SIGNAL EPIRB3";15,000000000;42,000000000;70,820000000;70,766244350;1062,300000000;1061,493665250;8,00000000;0,00000000;23,000000000;
"023";"si";"CB080154";"P-DH-RB";"HRU ACR HIDROFIX";-1,000000000;84,410000000;0,000000000;0,000000000;0,000000000;0,000000000;0,00000000;0,00000000;-1,000000000;
"ALM";"si";"CB080154";"P-DH-RB";"HRU ACR HIDROFIX";-5,000000000;84,410000000;70,880000000;70,880000000;-354,400000000;-354,400000000;5,00000000;0,00000000;0,000000000;
"ALM";"si";"CBALAA012C";"ND-12A-ARR";"BALSA DUARRY 12 PL SOLAS ARR. PAQ. A";4,000000000;1431,000000000;1588,670000000;1641,537500000;6354,680000000;6566,150000000;2,00000000;0,00000000;6,000000000;
"ALM";"si";"CBALAA016C";"ND-16A-ARR";"BALSA DUARRY 16 PL SOLAS ARR. PAQ.A";4,000000000;1579,240000000;1653,770000000;1653,770000000;6615,080000000;6615,080000000;2,00000000;0,00000000;6,000000000;
"ALM";"si";"CBALAA025C";"ND-25A-ARR";"BALSA DUARRY 25 PL SOLAS ARR. PAQ.A";6,000000000;1938,250000000;1770,670000000;1921,695000000;10624,020000000;11530,170000000;0,00000000;0,00000000;6,000000000;
"ALM";"si";"CBALAC006R";"ND-6A COM";"BALSA DUARRY COMPACT 6 PL. SOLAS PAQ.A.";32,000000000;768,000000000;783,970000000;783,970000000;25087,040000000;25087,040000000;28,00000000;0,00000000;60,000000000;
"018";"si";"CBALAL006C";"ND-6A";"BALSA DUARRY 6 PL SOLAS TOB PAQ.A  C.C.";10,000000000;667,360000000;2277,680000000;749,622000000;22776,800000000;7496,220000000;0,00000000;0,00000000;10,000000000;
"ALM";"si";"CBALAL006C";"ND-6A";"BALSA DUARRY 6 PL SOLAS TOB PAQ.A  C.C.";29,000000000;667,360000000;777,240000000;753,754169440;22539,960000000;21858,870913760;33,00000000;0,00000000;62,000000000;
"ALM";"si";"CBALAL006SC";"ND-6A-SC";"BALSA DUARRY 6 PL SOLAS TOB PAQ.A SIN CONTAINER";23,000000000;677,700000000;708,010000000;636,934347830;16284,230000000;14649,490000090;15,00000000;0,00000000;38,000000000;
"018";"si";"CBALAL008C";"ND-8A";"BALSA DUARRY 8 PL SOLAS TOB PAQ.A  C.C.";8,000000000;719,700000000;778,400000000;832,835000000;6227,200000000;6662,680000000;0,00000000;0,00000000;8,000000000;
"028";"si";"CBALAL008C";"ND-8A";"BALSA DUARRY 8 PL SOLAS TOB PAQ.A  C.C.";6,000000000;719,700000000;778,400000000;803,700000000;4670,400000000;4822,200000000;0,00000000;0,00000000;6,000000000;
"ALM";"si";"CBALAL008C";"ND-8A";"BALSA DUARRY 8 PL SOLAS TOB PAQ.A  C.C.";30,000000000;719,700000000;838,050000000;828,157504260;25141,500000000;24844,725127800;0,00000000;0,00000000;30,000000000;
"ALM";"si";"CBALAL008SC";"ND-8A-SC";"BALSA DUARRY 8 PL SOLAS TOB PAQ.A SIN CONTAINER";8,000000000;0,000000000;768,820000000;750,162499990;6150,560000000;6001,299999920;19,00000000;0,00000000;27,000000000;
"018";"si";"CBALAL010C";"ND-10A";"BALSA DUARRY 10 PL SOLAS TOB PAQ.A  C.C.";18,000000000;800,830000000;858,060000000;910,663333330;15445,080000000;16391,939999940;0,00000000;0,00000000;18,000000000;
"ALM";"si";"CBALAL010C";"ND-10A";"BALSA DUARRY 10 PL SOLAS TOB PAQ.A  C.C.";11,000000000;800,830000000;858,060000000;878,335217410;9438,660000000;9661,687391510;19,00000000;0,00000000;30,000000000;
"ALM";"si";"CBALAL010SC";"ND-10A-SC";"BALSA DUARRY 10 PL SOLAS TOB PAQ.A SIN CONTAINER";18,000000000;0,000000000;817,110000000;790,679999990;14707,980000000;14232,239999820;10,00000000;0,00000000;28,000000000;
"018";"si";"CBALAL012C";"ND-12A";"BALSA DUARRY 12 PL SOLAS TOB PAQ.A  C.C.";15,000000000;850,970000000;932,030000000;950,090000000;13980,450000000;14251,350000000;0,00000000;0,00000000;15,000000000;
"028";"si";"CBALAL012C";"ND-12A";"BALSA DUARRY 12 PL SOLAS TOB PAQ.A  C.C.";5,000000000;850,970000000;789,420000000;881,462000000;3947,100000000;4407,310000000;0,00000000;0,00000000;5,000000000;
"ALM";"si";"CBALAL012C";"ND-12A";"BALSA DUARRY 12 PL SOLAS TOB PAQ.A  C.C.";35,000000000;850,970000000;964,350000000;952,534024370;33752,250000000;33338,690852950;1,00000000;0,00000000;36,000000000;
"ALM";"si";"CBALAL012SC";"ND-12A-SC";"BALSA DUARRY 12 PL SOLAS TOB PAQ.A SIN CONTAINER";24,000000000;0,000000000;880,150000000;850,228749990;21123,600000000;20405,489999760;8,00000000;0,00000000;32,000000000;
"018";"si";"CBALAL016C";"ND-16A";"BALSA DUARRY 16 PL SOLAS TOB PAQ.A  C.C.";13,000000000;955,080000000;1051,530000000;1104,446153850;13669,890000000;14357,800000050;0,00000000;0,00000000;13,000000000;
"ALM";"si";"CBALAL016C";"ND-16A";"BALSA DUARRY 16 PL SOLAS TOB PAQ.A  C.C.";32,000000000;955,080000000;1062,590000000;1085,949852950;34002,880000000;34750,395294400;0,00000000;0,00000000;32,000000000;
"018";"si";"CBALAL020C";"ND-20A";"BALSA DUARRY 20 PL SOLAS TOB PAQ.A  C.C.";4,000000000;1068,190000000;1148,260000000;1174,187500000;4593,040000000;4696,750000000;0,00000000;0,00000000;4,000000000;
"ALM";"si";"CBALAL020C";"ND-20A";"BALSA DUARRY 20 PL SOLAS TOB PAQ.A  C.C.";37,000000000;1068,190000000;1148,260000000;1200,277499990;42485,620000000;44410,267499630;14,00000000;0,00000000;51,000000000;
"600";"si";"CBALAL025C";"ND-25A";"BALSA DUARRY 25 PL SOLAS TOB PAQ.A  C.C.";2,000000000;1213,720000000;1569,015000000;1569,015000000;3138,030000000;3138,030000000;0,00000000;0,00000000;2,000000000;
"ALM";"si";"CBALAL025C";"ND-25A";"BALSA DUARRY 25 PL SOLAS TOB PAQ.A  C.C.";38,000000000;1213,720000000;1332,970000000;1333,048842160;50652,860000000;50655,856002080;60,00000000;0,00000000;98,000000000;
"ALM";"si";"CBALAL025SC";"ND-25A-SC";"BALSA DUARRY 25 PL SOLAS TOB PAQ.A SIN CONTAINER";36,000000000;0,000000000;1173,950000000;1168,663513520;42262,200000000;42071,886486720;0,00000000;0,00000000;36,000000000;
"ALM";"si";"CBALAL030C";"ND-30A";"BALSA DUARRY 30 PL. SOLAS TOB PAQ. A C.C.";7,000000000;1953,490000000;1843,770000000;1282,110000000;12906,390000000;8974,770000000;3,00000000;0,00000000;10,000000000;
"ALM";"si";"CBALAR010CR";"ND-10REVCR";"BALSA DUARRY 10 PL SOLAS REV. C.R";2,000000000;0,000000000;793,990000000;793,990000000;1587,980000000;1587,980000000;0,00000000;0,00000000;2,000000000;
"600";"si";"CBALAR025CR";"ND-25REVCR";"BALSA DUARRY 25 PL SOLAS REV. C.R";2,000000000;0,000000000;1336,740000000;1336,740000000;2673,480000000;2673,480000000;0,00000000;0,00000000;2,000000000;
"ALM";"si";"CBALAR025CR";"ND-25REVCR";"BALSA DUARRY 25 PL SOLAS REV. C.R";1,000000000;0,000000000;1272,200000000;1272,200000000;1272,200000000;1272,200000000;0,00000000;0,00000000;1,000000000;
"ALM";"si";"CBALAR030C";"ND-30REV";"BALSA DUARRY 30 PL SOLAS REV. C.C.";22,000000000;1118,340000000;1433,730000000;1452,420000000;31542,060000000;31953,240000000;6,00000000;0,00000000;28,000000000;
"ALM";"si";"CBALAR050C";"ND-50REV";"BALSA DUARRY 50 PL SOLAS REV. C.C.";16,000000000;1639,750000000;2267,840000000;2267,840000000;36285,440000000;36285,440000000;6,00000000;0,00000000;22,000000000;
"ALM";"si";"CBALAR065C";"ND-65REV";"BALSA DUARRY 65 PL SOLAS REV. C.C.";42,000000000;1800,540000000;1736,610000000;1873,598775500;72937,620000000;78691,148571000;10,00000000;0,00000000;52,000000000;
"ALM";"si";"CBALAR100C";"ND-100REV";"BALSA DUARRY 100 PL SOLAS REV. C.C.";13,000000000;3879,800000000;3702,570000000;6119,081153920;48133,410000000;79548,055000960;0,00000000;0,00000000;13,000000000;
"003";"si";"D-1";"D-1";"KIT RECARGA CILINDROS ISO DYNAMIC (LEAFIELD)";1,000000000;195,000000000;195,000000000;195,000000000;195,000000000;195,000000000;0,00000000;0,00000000;1,000000000;
"028";"si";"D-1";"D-1";"KIT RECARGA CILINDROS ISO DYNAMIC (LEAFIELD)";1,000000000;195,000000000;11,740000000;85,040000000;11,740000000;85,040000000;0,00000000;0,00000000;1,000000000;
"ALM";"si";"D-1";"D-1";"KIT RECARGA CILINDROS ISO DYNAMIC (LEAFIELD)";-5,000000000;195,000000000;11,740000000;85,044000000;-58,700000000;-425,220000000;5,00000000;0,00000000;0,000000000;
"TES";"si";"D-1";"D-1";"KIT RECARGA CILINDROS ISO DYNAMIC (LEAFIELD)";1,000000000;195,000000000;11,740000000;85,040000000;11,740000000;85,040000000;0,00000000;0,00000000;1,000000000;
"023";"si";"D-10";"D-10";"SACO VALIJA 8 PL ISO DYNAMIC";-1,000000000;34,970000000;0,000000000;0,000000000;0,000000000;0,000000000;0,00000000;0,00000000;-1,000000000;
"ALM";"si";"D-10";"D-10";"SACO VALIJA 8 PL ISO DYNAMIC";-21,000000000;34,970000000;0,000000000;0,000000000;0,000000000;0,000000000;12,00000000;0,00000000;-9,000000000;
"018";"si";"D-100";"D-100";"Cilindro 2 L - 25E PI ISO Dynamic ";-1,000000000;66,600000000;0,000000000;0,000000000;0,000000000;0,000000000;0,00000000;0,00000000;-1,000000000;
"ALM";"si";"D-100";"D-100";"Cilindro 2 L - 25E PI ISO Dynamic ";30,000000000;66,600000000;269,260000000;65,638815990;8077,800000000;1969,164479700;0,00000000;0,00000000;30,000000000;
"018";"si";"D-102";"D-102";"Cilindro 3 L 25E PI ISO DYNAMIC";-1,000000000;71,960000000;0,000000000;0,000000000;0,000000000;0,000000000;0,00000000;0,00000000;-1,000000000;
"ALM";"si";"D-102";"D-102";"Cilindro 3 L 25E PI ISO DYNAMIC";18,000000000;71,960000000;0,000000000;82,780467850;0,000000000;1490,048421300;0,00000000;0,00000000;18,000000000;
"ALM";"si";"D-104";"D-104";"Cilindro 4 L 25E PI ISO DYNAMIC";5,000000000;79,920000000;0,000000000;101,198000000;0,000000000;505,990000000;1,00000000;0,00000000;6,000000000;
"ALM";"si";"D-108";"D-108";"Cilindro 6 L 25E PI ISO DYNAMIC";1,000000000;108,230000000;0,000000000;0,000000000;0,000000000;0,000000000;1,00000000;0,00000000;2,000000000;
"ALM";"si";"D-11";"D-11";"CONTAINER 10-12 PL ISO DYNAMIC";1,000000000;133,200000000;0,000000000;191,250000000;0,000000000;191,250000000;0,00000000;0,00000000;1,000000000;
"ALM";"si";"D-12";"D-12";"Asas container ISO Dynamic";31,000000000;0,000000000;0,000000000;1,830000000;0,000000000;56,730000000;0,00000000;0,00000000;31,000000000;
"ALM";"si";"D-120";"D-120";"Container ISO Dynamic Parte inferior  B1";18,000000000;0,000000000;55,713333330;55,471666660;1002,839999940;998,489999880;0,00000000;0,00000000;18,000000000;
"018";"si";"D-121";"D-121";"Container ISO Dynamic Parte inferior  B2";1,000000000;0,000000000;55,800000000;55,800000000;55,800000000;55,800000000;0,00000000;0,00000000;1,000000000;
"ALM";"si";"D-121";"D-121";"Container ISO Dynamic Parte inferior  B2";13,000000000;0,000000000;82,587500000;66,508571430;1073,637500000;864,611428590;10,00000000;0,00000000;23,000000000;
"ALM";"si";"D-122";"D-122";"Container ISO Dynamic Parte inferior  B3";24,000000000;0,000000000;72,165000000;70,690833330;1731,960000000;1696,579999920;4,00000000;0,00000000;28,000000000;
"ALM";"si";"D-123";"D-123";"Container ISO Dynamic Parte superior  Y1";18,000000000;0,000000000;55,713333330;55,558333330;1002,839999940;1000,049999940;0,00000000;0,00000000;18,000000000;
"018";"si";"D-124";"D-124";"Container ISO Dynamic Parte superior  Y3";1,000000000;0,000000000;61,290000000;61,290000000;61,290000000;61,290000000;0,00000000;0,00000000;1,000000000;
"ALM";"si";"D-124";"D-124";"Container ISO Dynamic Parte superior  Y3";11,000000000;0,000000000;72,190000000;61,290000000;794,090000000;674,190000000;0,00000000;0,00000000;11,000000000;
"ALM";"si";"D-125";"D-125";"Container ISO Dynamic Parte superior  Y4";7,000000000;0,000000000;64,210000000;64,210000000;449,470000000;449,470000000;0,00000000;0,00000000;7,000000000;
"ALM";"si";"D-126";"D-126";"Container ISO Dynamic Parte superior  Y5";29,000000000;0,000000000;81,189000000;73,127022070;2354,481000000;2120,683640030;13,00000000;0,00000000;42,000000000;
"ALM";"si";"D-127";"";"CONTAINER ISO DYNAMICS Y6";10,000000000;0,000000000;81,183000000;81,183000000;811,830000000;811,830000000;0,00000000;0,00000000;10,000000000;
"030";"si";"D-128";"D-128";"Grab Bag DUARRY ISO Dynamic 30 Lt. Vacío.";3,000000000;0,000000000;175,000000000;128,333333330;525,000000000;384,999999990;0,00000000;0,00000000;3,000000000;
"ALM";"si";"D-128";"D-128";"Grab Bag DUARRY ISO Dynamic 30 Lt. Vacío.";-2,000000000;0,000000000;175,000000000;128,333333330;-350,000000000;-256,666666660;0,00000000;0,00000000;-2,000000000;
"ALM";"si";"D-129";"D-129";"Grab Bag DUARRY ISO Dynamic 60 Lt. Vacío.";9,000000000;0,000000000;21,162000000;21,162000000;190,458000000;190,458000000;0,00000000;0,00000000;9,000000000;
"019";"si";"D-13";"D-13";"Tapón container para Painter Line ISO Dynamic";2,000000000;0,000000000;0,000000000;2,450000000;0,000000000;4,900000000;0,00000000;0,00000000;2,000000000;
"ALM";"si";"D-13";"D-13";"Tapón container para Painter Line ISO Dynamic";10,000000000;0,000000000;1,944000000;2,452069000;19,440000000;24,520690000;0,00000000;0,00000000;10,000000000;
"ALM";"si";"D-131";"D-131";"CHALECO THUNDER 275 N SOLAS + ARNES";8,000000000;92,683500000;125,756000000;108,069611110;1006,048000000;864,556888880;0,00000000;5,00000000;3,000000000;
"ALM";"si";"D-17";"D-17";"Goma Junta container ISO Dynamic (1 m)";40,000000000;0,000000000;4,612600000;4,612600000;184,504000000;184,504000000;0,00000000;0,00000000;40,000000000;
"003";"si";"D-2";"D-2";"LLAVE RECARGA CILINDROS ISO DYNAMIC";1,000000000;81,900000000;81,900000000;81,900000000;81,900000000;81,900000000;0,00000000;0,00000000;1,000000000;
"003";"si";"D-21";"D-21";"A8 Válvula de hinchado con tapon rojo ISO Dynamic";1,000000000;0,000000000;0,000000000;5,900000000;0,000000000;5,900000000;0,00000000;0,00000000;1,000000000;
"019";"si";"D-21";"D-21";"A8 Válvula de hinchado con tapon rojo ISO Dynamic";1,000000000;0,000000000;0,000000000;5,900000000;0,000000000;5,900000000;0,00000000;0,00000000;1,000000000;
"ALM";"si";"D-21";"D-21";"A8 Válvula de hinchado con tapon rojo ISO Dynamic";19,000000000;0,000000000;6,707000000;6,326315630;127,433000000;120,199996970;0,00000000;0,00000000;19,000000000;
"ALM";"si";"D-22";"D-22";"A8 Conector PVC hinchado - deshinchado ISO Dynamic";50,000000000;0,000000000;35,254800000;35,254800000;1762,740000000;1762,740000000;0,00000000;0,00000000;50,000000000;
"ALM";"si";"D-24";"D-24";"A6 Tapon válvula soberpressión negro ISO Dynamic";15,000000000;0,000000000;1,225500000;1,225500000;18,382500000;18,382500000;0,00000000;0,00000000;15,000000000;
"ALM";"si";"D-25";"D-25";"A6 Set herramientas válv sobrepresion ISO Dynamic ";5,000000000;0,000000000;101,754000000;101,754000000;508,770000000;508,770000000;0,00000000;0,00000000;5,000000000;
"ALM";"si";"D-26";"D-26";"Válv entrada 2,2 mm Amarilla. Flot sup.ISO Dynamic";11,000000000;0,000000000;11,740000000;11,593750000;129,140000000;127,531250000;0,00000000;0,00000000;11,000000000;
"ALM";"si";"D-27";"D-27";"Válv entrada 2 mm Azul. Flot inferior ISO Dynamic";11,000000000;0,000000000;11,740000000;11,633636000;129,140000000;127,969996000;0,00000000;0,00000000;11,000000000;
"ALM";"si";"D-28";"D-28";"Conector rápido M16 Sist de hinchado ISO Dynamic";5,000000000;0,000000000;4,095000000;4,095000000;20,475000000;20,475000000;0,00000000;0,00000000;5,000000000;
"026";"si";"D-29";"D-29";"Llave montaje valvula hinchado ISO Dynamic";1,000000000;0,000000000;0,000000000;76,630000000;0,000000000;76,630000000;0,00000000;0,00000000;1,000000000;
"ALM";"si";"D-29";"D-29";"Llave montaje valvula hinchado ISO Dynamic";5,000000000;0,000000000;41,824000000;41,824000000;209,120000000;209,120000000;0,00000000;0,00000000;5,000000000;
"007";"si";"D-3";"D-3";"SACO VACIO ISO DYNAMIC 4 PL";9,000000000;0,000000000;0,000000000;0,000000000;0,000000000;0,000000000;0,00000000;0,00000000;9,000000000;
"010";"si";"D-3";"D-3";"SACO VACIO ISO DYNAMIC 4 PL";-1,000000000;0,000000000;0,000000000;0,000000000;0,000000000;0,000000000;0,00000000;0,00000000;-1,000000000;
"023";"si";"D-3";"D-3";"SACO VACIO ISO DYNAMIC 4 PL";12,000000000;0,000000000;0,000000000;8,850000000;0,000000000;106,200000000;0,00000000;0,00000000;12,000000000;
"025";"si";"D-3";"D-3";"SACO VACIO ISO DYNAMIC 4 PL";1,000000000;0,000000000;0,000000000;8,850000000;0,000000000;8,850000000;0,00000000;0,00000000;1,000000000;
"026";"si";"D-3";"D-3";"SACO VACIO ISO DYNAMIC 4 PL";18,000000000;0,000000000;0,000000000;8,850000000;0,000000000;159,300000000;0,00000000;0,00000000;18,000000000;
"028";"si";"D-3";"D-3";"SACO VACIO ISO DYNAMIC 4 PL";-1,000000000;0,000000000;0,000000000;0,000000000;0,000000000;0,000000000;0,00000000;0,00000000;-1,000000000;
"030";"si";"D-3";"D-3";"SACO VACIO ISO DYNAMIC 4 PL";9,000000000;0,000000000;0,000000000;8,850000000;0,000000000;79,650000000;0,00000000;0,00000000;9,000000000;
"202";"si";"D-3";"D-3";"SACO VACIO ISO DYNAMIC 4 PL";2,000000000;0,000000000;0,000000000;0,000000000;0,000000000;0,000000000;0,00000000;0,00000000;2,000000000;
"ALM";"si";"D-3";"D-3";"SACO VACIO ISO DYNAMIC 4 PL";-25,000000000;0,000000000;0,000000000;0,000000000;0,000000000;0,000000000;0,00000000;0,00000000;-25,000000000;
"030";"si";"D-30";"D-30";"Conector Leafield cabezal - válvula ISO Dynamic";1,000000000;0,000000000;3,365000000;3,370000000;3,365000000;3,370000000;0,00000000;0,00000000;1,000000000;
"ALM";"si";"D-30";"D-30";"Conector Leafield cabezal - válvula ISO Dynamic";19,000000000;0,000000000;3,365000000;3,365000000;63,935000000;63,935000000;0,00000000;0,00000000;19,000000000;
"003";"si";"D-31";"10.304.102";"JUNTA CONEXION MANGUERA ISO DYNAMIC";10,000000000;0,000000000;0,000000000;0,300000000;0,000000000;3,000000000;0,00000000;0,00000000;10,000000000;
"023";"si";"D-31";"10.304.102";"JUNTA CONEXION MANGUERA ISO DYNAMIC";-4,000000000;0,000000000;0,230000000;0,260000000;-0,920000000;-1,040000000;0,00000000;0,00000000;-4,000000000;
"026";"si";"D-31";"10.304.102";"JUNTA CONEXION MANGUERA ISO DYNAMIC";-21,000000000;0,000000000;0,230000000;0,230000000;-4,830000000;-4,830000000;0,00000000;0,00000000;-21,000000000;
"028";"si";"D-31";"10.304.102";"JUNTA CONEXION MANGUERA ISO DYNAMIC";45,000000000;0,000000000;0,603400000;0,603400000;27,153000000;27,153000000;0,00000000;0,00000000;45,000000000;
"030";"si";"D-31";"10.304.102";"JUNTA CONEXION MANGUERA ISO DYNAMIC";89,000000000;0,000000000;0,257120000;0,300786520;22,883680000;26,770000280;50,00000000;0,00000000;139,000000000;
"122";"si";"D-31";"10.304.102";"JUNTA CONEXION MANGUERA ISO DYNAMIC";8,000000000;0,000000000;0,260000000;0,260000000;2,080000000;2,080000000;0,00000000;0,00000000;8,000000000;
"202";"si";"D-31";"10.304.102";"JUNTA CONEXION MANGUERA ISO DYNAMIC";6,000000000;0,000000000;0,000000000;0,000000000;0,000000000;0,000000000;0,00000000;0,00000000;6,000000000;
"223";"si";"D-31";"10.304.102";"JUNTA CONEXION MANGUERA ISO DYNAMIC";-4,000000000;0,000000000;0,000000000;0,000000000;0,000000000;0,000000000;0,00000000;0,00000000;-4,000000000;
"ALM";"si";"D-31";"10.304.102";"JUNTA CONEXION MANGUERA ISO DYNAMIC";719,000000000;0,000000000;0,257120000;0,303331700;184,869280000;218,095492300;750,00000000;50,00000000;1419,000000000;
"TES";"si";"D-31";"10.304.102";"JUNTA CONEXION MANGUERA ISO DYNAMIC";50,000000000;0,000000000;0,603400000;0,363000000;30,170000000;18,150000000;0,00000000;0,00000000;50,000000000;
